state,state_name,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
ohio,Ohio,2007,1.34,0.25,0.45,2.04,317.6296,49.6124,93.4307,435.2
ohio,Ohio,2008,1.33,0.26,0.46,2.05,315.2593,51.5969,95.5069,437.3333
ohio,Ohio,2009,1.3,0.27,0.47,2.03,308.1481,53.5814,97.5831,433.0667
ohio,Ohio,2010,1.29,0.25,0.48,2.02,305.7778,49.6124,99.6594,430.9333
ohio,Ohio,2011,1.24,0.28,0.5,2.02,293.9259,55.5659,103.8118,430.9333
ohio,Ohio,2012,1.23,0.29,0.51,2.03,291.5556,57.5504,105.8881,433.0667
ohio,Ohio,2013,1.22,0.3,0.53,2.04,289.1852,59.5349,110.0406,435.2
ohio,Ohio,2014,1.19,0.3,0.54,2.03,282.0741,59.5349,112.1168,433.0667
ohio,Ohio,2015,1.17,0.3,0.56,2.03,277.3333,59.5349,116.2693,433.0667
ohio,Ohio,2016,1.15,0.31,0.58,2.03,272.5926,61.5194,120.4217,433.0667
ohio,Ohio,2017,1.12,0.31,0.6,2.02,265.4815,61.5194,124.5742,430.9333
ohio,Ohio,2018,1.1,0.31,0.62,2.03,260.7407,61.5194,128.7267,433.0667
ohio,Ohio,2019,1.1,0.31,0.64,2.05,260.7407,61.5194,132.8792,437.3333
ohio,Ohio,2020,1.1,0.31,0.7,2.11,260.7407,61.5194,145.3366,450.1333
ohio,Ohio,2021,1.11,0.31,0.73,2.15,263.1111,61.5194,151.5653,458.6667
ohio,Ohio,2022,1.08,0.31,0.71,2.1,256.0,61.5194,147.4128,448.0
ohio,Ohio,2023,1.03,0.3,0.7,2.03,244.1481,59.5349,145.3366,433.0667
oklahoma,Oklahoma,1977,1.04,0.13,0.77,1.95,246.5185,25.7984,159.8702,416.0
oklahoma,Oklahoma,1978,1.05,0.14,0.8,2.0,248.8889,27.7829,166.0989,426.6667
oklahoma,Oklahoma,1979,1.03,0.13,0.78,1.94,244.1481,25.7984,161.9465,413.8667
oklahoma,Oklahoma,1980,1.07,0.16,0.71,1.94,253.6296,31.7519,147.4128,413.8667
oklahoma,Oklahoma,1981,1.14,0.16,0.83,2.13,270.2222,31.7519,172.3277,454.4
oklahoma,Oklahoma,1982,1.15,0.16,0.82,2.14,272.5926,31.7519,170.2514,456.5333
oklahoma,Oklahoma,1983,1.04,0.16,0.77,1.97,246.5185,31.7519,159.8702,420.2667
oklahoma,Oklahoma,1984,1.0,0.16,0.74,1.91,237.037,31.7519,153.6415,407.4667
oklahoma,Oklahoma,1985,1.05,0.15,0.68,1.88,248.8889,29.7674,141.1841,401.0667
oklahoma,Oklahoma,1986,1.06,0.15,0.62,1.84,251.2593,29.7674,128.7267,392.5333
oklahoma,Oklahoma,1987,1.06,0.15,0.58,1.79,251.2593,29.7674,120.4217,381.8667
oklahoma,Oklahoma,1988,1.07,0.14,0.52,1.73,253.6296,27.7829,107.9643,369.0667
oklahoma,Oklahoma,1989,1.08,0.14,0.54,1.75,256.0,27.7829,112.1168,373.3333
oklahoma,Oklahoma,1990,1.12,0.14,0.55,1.81,265.4815,27.7829,114.193,386.1333
oklahoma,Oklahoma,1991,1.09,0.13,0.54,1.76,258.3704,25.7984,112.1168,375.4667
oklahoma,Oklahoma,1992,1.13,0.13,0.55,1.81,267.8519,25.7984,114.193,386.1333
oklahoma,Oklahoma,1993,1.11,0.11,0.48,1.7,263.1111,21.8295,99.6594,362.6667
oklahoma,Oklahoma,1994,1.15,0.13,0.5,1.78,272.5926,25.7984,103.8118,379.7333
oklahoma,Oklahoma,1995,1.1,0.12,0.44,1.66,260.7407,23.814,91.3544,354.1333
oklahoma,Oklahoma,1996,1.09,0.12,0.45,1.66,258.3704,23.814,93.4307,354.1333
oklahoma,Oklahoma,1997,1.1,0.12,0.43,1.65,260.7407,23.814,89.2782,352.0
oklahoma,Oklahoma,1998,1.12,0.12,0.43,1.68,265.4815,23.814,89.2782,358.4
oklahoma,Oklahoma,1999,1.11,0.12,0.44,1.68,263.1111,23.814,91.3544,358.4
oklahoma,Oklahoma,2000,1.12,0.12,0.44,1.69,265.4815,23.814,91.3544,360.5333
oklahoma,Oklahoma,2001,1.11,0.12,0.43,1.65,263.1111,23.814,89.2782,352.0
oklahoma,Oklahoma,2002,1.12,0.13,0.58,1.82,265.4815,25.7984,120.4217,388.2667
oklahoma,Oklahoma,2003,1.06,0.13,0.74,1.93,251.2593,25.7984,153.6415,411.7333
oklahoma,Oklahoma,2004,1.11,0.13,0.46,1.7,263.1111,25.7984,95.5069,362.6667
oklahoma,Oklahoma,2005,1.09,0.16,0.55,1.8,258.3704,31.7519,114.193,384.0
oklahoma,Oklahoma,2006,1.13,0.17,0.56,1.87,267.8519,33.7364,116.2693,398.9333
oklahoma,Oklahoma,2007,1.17,0.17,0.57,1.91,277.3333,33.7364,118.3455,407.4667
oklahoma,Oklahoma,2008,1.22,0.18,0.58,1.97,289.1852,35.7209,120.4217,420.2667
oklahoma,Oklahoma,2009,1.17,0.18,0.58,1.93,277.3333,35.7209,120.4217,411.7333
oklahoma,Oklahoma,2010,1.16,0.18,0.58,1.92,274.963,35.7209,120.4217,409.6
oklahoma,Oklahoma,2011,1.14,0.19,0.59,1.92,270.2222,37.7054,122.498,409.6
oklahoma,Oklahoma,2012,1.14,0.19,0.61,1.94,270.2222,37.7054,126.6504,413.8667
oklahoma,Oklahoma,2013,1.11,0.19,0.62,1.93,263.1111,37.7054,128.7267,411.7333
oklahoma,Oklahoma,2014,1.09,0.19,0.63,1.91,258.3704,37.7054,130.8029,407.4667
oklahoma,Oklahoma,2015,1.07,0.19,0.62,1.89,253.6296,37.7054,128.7267,403.2
oklahoma,Oklahoma,2016,1.05,0.2,0.64,1.89,248.8889,39.6899,132.8792,403.2
oklahoma,Oklahoma,2017,1.03,0.2,0.65,1.87,244.1481,39.6899,134.9554,398.9333
oklahoma,Oklahoma,2018,1.0,0.2,0.65,1.85,237.037,39.6899,134.9554,394.6667
oklahoma,Oklahoma,2019,0.99,0.19,0.66,1.85,234.6667,37.7054,137.0316,394.6667
oklahoma,Oklahoma,2020,0.99,0.19,0.68,1.86,234.6667,37.7054,141.1841,396.8
oklahoma,Oklahoma,2021,0.99,0.19,0.73,1.9,234.6667,37.7054,151.5653,405.3333
oklahoma,Oklahoma,2022,0.94,0.18,0.74,1.87,222.8148,35.7209,153.6415,398.9333
oklahoma,Oklahoma,2023,0.89,0.17,0.73,1.8,210.963,33.7364,151.5653,384.0
oregon,Oregon,1977,1.3,0.45,0.94,2.7,308.1481,89.3023,195.1663,576.0
oregon,Oregon,1978,1.32,0.46,0.96,2.74,312.8889,91.2868,199.3187,584.5333
oregon,Oregon,1979,1.36,0.47,0.94,2.77,322.3704,93.2713,195.1663,590.9333
oregon,Oregon,1980,1.36,0.5,0.94,2.81,322.3704,99.2248,195.1663,599.4667
oregon,Oregon,1981,1.37,0.5,0.92,2.79,324.7407,99.2248,191.0138,595.2
oregon,Oregon,1982,1.32,0.52,0.88,2.72,312.8889,103.1938,182.7088,580.2667
oregon,Oregon,1983,1.32,0.53,0.85,2.7,312.8889,105.1783,176.4801,576.0
oregon,Oregon,1984,1.28,0.53,0.82,2.63,303.4074,105.1783,170.2514,561.0667
oregon,Oregon,1985,1.25,0.55,0.77,2.58,296.2963,109.1473,159.8702,550.4
oregon,Oregon,1986,1.28,0.55,0.74,2.57,303.4074,109.1473,153.6415,548.2667
oregon,Oregon,1987,1.28,0.53,0.73,2.54,303.4074,105.1783,151.5653,541.8667
oregon,Oregon,1988,1.29,0.52,0.72,2.52,305.7778,103.1938,149.4891,537.6
oregon,Oregon,1989,1.28,0.47,0.7,2.46,303.4074,93.2713,145.3366,524.8
oregon,Oregon,1990,1.32,0.47,0.73,2.51,312.8889,93.2713,151.5653,535.4667
oregon,Oregon,1991,1.28,0.44,0.67,2.38,303.4074,87.3178,139.1079,507.7333
oregon,Oregon,1992,1.29,0.46,0.67,2.41,305.7778,91.2868,139.1079,514.1333
oregon,Oregon,1993,1.24,0.43,0.64,2.31,293.9259,85.3333,132.8792,492.8
oregon,Oregon,1994,1.23,0.37,0.62,2.21,291.5556,73.4264,128.7267,471.4667
oregon,Oregon,1995,1.21,0.42,0.59,2.23,286.8148,83.3488,122.498,475.7333
oregon,Oregon,1996,1.23,0.44,0.61,2.27,291.5556,87.3178,126.6504,484.2667
oregon,Oregon,1997,1.19,0.44,0.6,2.24,282.0741,87.3178,124.5742,477.8667
oregon,Oregon,1998,1.2,0.43,0.61,2.25,284.4444,85.3333,126.6504,480.0
oregon,Oregon,1999,1.21,0.43,0.63,2.27,286.8148,85.3333,130.8029,484.2667
oregon,Oregon,2000,1.2,0.44,0.64,2.28,284.4444,87.3178,132.8792,486.4
oregon,Oregon,2001,1.22,0.43,0.65,2.3,289.1852,85.3333,134.9554,490.6667
oregon,Oregon,2002,1.22,0.46,0.66,2.34,289.1852,91.2868,137.0316,499.2
oregon,Oregon,2003,1.2,0.47,0.69,2.36,284.4444,93.2713,143.2603,503.4667
oregon,Oregon,2004,1.23,0.49,0.72,2.44,291.5556,97.2403,149.4891,520.5333
oregon,Oregon,2005,1.16,0.5,0.75,2.4,274.963,99.2248,155.7178,512.0
oregon,Oregon,2006,1.32,0.49,0.78,2.59,312.8889,97.2403,161.9465,552.5333
oregon,Oregon,2007,1.35,0.5,0.81,2.65,320.0,99.2248,168.1752,565.3333
oregon,Oregon,2008,1.22,0.49,0.83,2.54,289.1852,97.2403,172.3277,541.8667
oregon,Oregon,2009,1.28,0.49,0.82,2.59,303.4074,97.2403,170.2514,552.5333
oregon,Oregon,2010,1.19,0.49,0.83,2.51,282.0741,97.2403,172.3277,535.4667
oregon,Oregon,2011,1.18,0.56,0.85,2.59,279.7037,111.1318,176.4801,552.5333
oregon,Oregon,2012,1.21,0.57,0.89,2.66,286.8148,113.1163,184.7851,567.4667
oregon,Oregon,2013,1.2,0.57,0.89,2.66,284.4444,113.1163,184.7851,567.4667
oregon,Oregon,2014,1.23,0.57,0.9,2.7,291.5556,113.1163,186.8613,576.0
oregon,Oregon,2015,1.23,0.58,0.9,2.71,291.5556,115.1008,186.8613,578.1333
oregon,Oregon,2016,1.24,0.6,0.92,2.76,293.9259,119.0698,191.0138,588.8
oregon,Oregon,2017,1.24,0.59,0.93,2.76,293.9259,117.0853,193.09,588.8
oregon,Oregon,2018,1.21,0.58,0.95,2.74,286.8148,115.1008,197.2425,584.5333
oregon,Oregon,2019,1.16,0.57,0.98,2.71,274.963,113.1163,203.4712,578.1333
oregon,Oregon,2020,1.13,0.54,1.04,2.71,267.8519,107.1628,215.9286,578.1333
oregon,Oregon,2021,1.1,0.67,1.04,2.81,260.7407,132.9612,215.9286,599.4667
oregon,Oregon,2022,1.21,0.57,1.02,2.8,286.8148,113.1163,211.7762,597.3333
oregon,Oregon,2023,1.32,0.56,1.0,2.88,312.8889,111.1318,207.6237,614.4
pennsylvania,Pennsylvania,1977,1.34,0.2,0.74,2.27,317.6296,39.6899,153.6415,484.2667
pennsylvania,Pennsylvania,1978,1.35,0.21,0.73,2.3,320.0,41.6744,151.5653,490.6667
pennsylvania,Pennsylvania,1979,1.4,0.22,0.72,2.34,331.8519,43.6589,149.4891,499.2
pennsylvania,Pennsylvania,1980,1.45,0.22,0.71,2.39,343.7037,43.6589,147.4128,509.8667
pennsylvania,Pennsylvania,1981,1.42,0.23,0.72,2.38,336.5926,45.6434,149.4891,507.7333
pennsylvania,Pennsylvania,1982,1.44,0.23,0.7,2.37,341.3333,45.6434,145.3366,505.6
pennsylvania,Pennsylvania,1983,1.41,0.22,0.67,2.31,334.2222,43.6589,139.1079,492.8
pennsylvania,Pennsylvania,1984,1.38,0.21,0.67,2.26,327.1111,41.6744,139.1079,482.1333
pennsylvania,Pennsylvania,1985,1.38,0.21,0.65,2.23,327.1111,41.6744,134.9554,475.7333
pennsylvania,Pennsylvania,1986,1.4,0.21,0.64,2.25,331.8519,41.6744,132.8792,480.0
pennsylvania,Pennsylvania,1987,1.4,0.2,0.62,2.22,331.8519,39.6899,128.7267,473.6
pennsylvania,Pennsylvania,1988,1.41,0.19,0.54,2.14,334.2222,37.7054,112.1168,456.5333
pennsylvania,Pennsylvania,1989,1.38,0.18,0.57,2.13,327.1111,35.7209,118.3455,454.4
pennsylvania,Pennsylvania,1990,1.42,0.18,0.55,2.15,336.5926,35.7209,114.193,458.6667
pennsylvania,Pennsylvania,1991,1.36,0.17,0.52,2.05,322.3704,33.7364,107.9643,437.3333
pennsylvania,Pennsylvania,1992,1.3,0.18,0.51,1.99,308.1481,35.7209,105.8881,424.5333
pennsylvania,Pennsylvania,1993,1.31,0.17,0.48,1.96,310.5185,33.7364,99.6594,418.1333
pennsylvania,Pennsylvania,1994,1.28,0.18,0.47,1.93,303.4074,35.7209,97.5831,411.7333
pennsylvania,Pennsylvania,1995,1.26,0.17,0.45,1.88,298.6667,33.7364,93.4307,401.0667
pennsylvania,Pennsylvania,1996,1.26,0.18,0.45,1.88,298.6667,35.7209,93.4307,401.0667
pennsylvania,Pennsylvania,1997,1.33,0.18,0.45,1.95,315.2593,35.7209,93.4307,416.0
pennsylvania,Pennsylvania,1998,1.21,0.18,0.45,1.85,286.8148,35.7209,93.4307,394.6667
pennsylvania,Pennsylvania,1999,1.27,0.2,0.46,1.92,301.037,39.6899,95.5069,409.6
pennsylvania,Pennsylvania,2000,1.29,0.2,0.47,1.96,305.7778,39.6899,97.5831,418.1333
pennsylvania,Pennsylvania,2001,1.33,0.2,0.48,2.02,315.2593,39.6899,99.6594,430.9333
pennsylvania,Pennsylvania,2002,1.35,0.21,0.49,2.06,320.0,41.6744,101.7356,439.4667
pennsylvania,Pennsylvania,2003,1.31,0.22,0.51,2.04,310.5185,43.6589,105.8881,435.2
pennsylvania,Pennsylvania,2004,1.3,0.23,0.53,2.06,308.1481,45.6434,110.0406,439.4667
pennsylvania,Pennsylvania,2005,1.32,0.23,0.55,2.11,312.8889,45.6434,114.193,450.1333
pennsylvania,Pennsylvania,2006,1.32,0.23,0.55,2.1,312.8889,45.6434,114.193,448.0
pennsylvania,Pennsylvania,2007,1.35,0.25,0.58,2.18,320.0,49.6124,120.4217,465.0667
pennsylvania,Pennsylvania,2008,1.36,0.26,0.61,2.23,322.3704,51.5969,126.6504,475.7333
pennsylvania,Pennsylvania,2009,1.37,0.28,0.63,2.27,324.7407,55.5659,130.8029,484.2667
pennsylvania,Pennsylvania,2010,1.37,0.29,0.64,2.3,324.7407,57.5504,132.8792,490.6667
pennsylvania,Pennsylvania,2011,1.37,0.3,0.66,2.33,324.7407,59.5349,137.0316,497.0667
pennsylvania,Pennsylvania,2012,1.36,0.31,0.67,2.34,322.3704,61.5194,139.1079,499.2
pennsylvania,Pennsylvania,2013,1.34,0.31,0.68,2.33,317.6296,61.5194,141.1841,497.0667
pennsylvania,Pennsylvania,2014,1.32,0.32,0.7,2.34,312.8889,63.5039,145.3366,499.2
pennsylvania,Pennsylvania,2015,1.31,0.32,0.7,2.33,310.5185,63.5039,145.3366,497.0667
pennsylvania,Pennsylvania,2016,1.31,0.33,0.72,2.36,310.5185,65.4884,149.4891,503.4667
pennsylvania,Pennsylvania,2017,1.3,0.33,0.72,2.35,308.1481,65.4884,149.4891,501.3333
pennsylvania,Pennsylvania,2018,1.29,0.33,0.72,2.34,305.7778,65.4884,149.4891,499.2
pennsylvania,Pennsylvania,2019,1.32,0.33,0.74,2.39,312.8889,65.4884,153.6415,509.8667
